,gene_P,gene_R,corr,cor
2465,HMG20A,HMG20A,0.024334497,<0.3
4691,SEMA5B,SEMA5B,0.024243674,<0.3
2862,L3MBTL4,L3MBTL4,0.02424279,<0.3
5030,SNRPE,SNRPE,0.024045284,<0.3
2602,IMMT,IMMT,0.024018284,<0.3
980,CCL14,CCL14,0.023532833,<0.3
3395,MYH3,MYH3,0.023516726,<0.3
1102,CFLAR,CFLAR,0.023368977,<0.3
4154,PSMA2,PSMA2,0.023298293,<0.3
3400,MYL5,MYL5,0.023208205,<0.3
2646,ITIH3,ITIH3,0.02318294,<0.3
5755,WDR53,WDR53,0.022676961,<0.3
2689,KCNAB3,KCNAB3,0.022587491,<0.3
6088,ZNF695,ZNF695,0.022575791,<0.3
1707,EGR2,EGR2,0.022368039,<0.3
4776,SHBG,SHBG,0.02225259,<0.3
5018,SNRK,SNRK,0.022182407,<0.3
21,ABCA9,ABCA9,0.022158641,<0.3
5152,SSR2,SSR2,0.022099477,<0.3
976,CCDC87,CCDC87,0.021794355,<0.3
5929,ZNF160,ZNF160,0.021755017,<0.3
794,C5,C5,0.021652825,<0.3
5316,TFPT,TFPT,0.021419286,<0.3
1375,CPSF4,CPSF4,0.021346707,<0.3
3654,NUP160,NUP160,0.021301233,<0.3
4531,RPS27L,RPS27L,0.021270289,<0.3
3717,PAK6,PAK6,0.020759553,<0.3
2429,HDAC3,HDAC3,0.020666787,<0.3
5765,WDR83,WDR83,0.020626743,<0.3
2278,GPBP1,GPBP1,0.020552869,<0.3
805,C6orf89,C6orf89,0.02041376,<0.3
5104,SPTA1,SPTA1,0.020409523,<0.3
5503,TOPORS,TOPORS,0.020391464,<0.3
4169,PSMD8,PSMD8,0.02038138,<0.3
2189,GADD45GIP1,GADD45GIP1,0.020213068,<0.3
3941,PI4K2A,PI4K2A,0.020189942,<0.3
1678,ECT2L,ECT2L,0.020060697,<0.3
4132,PRPH,PRPH,0.019902396,<0.3
4591,SAP18,SAP18,0.019809533,<0.3
2434,HECTD3,HECTD3,0.019530574,<0.3
2855,KRIT1,KRIT1,0.019467869,<0.3
2601,ILF2,ILF2,0.019365682,<0.3
1752,EME1,EME1,0.019349347,<0.3
379,ARX,ARX,0.019312944,<0.3
27,ABCB8,ABCB8,0.019219991,<0.3
2453,HIST1H1E,HIST1H1E,0.019170761,<0.3
5398,TMEM194A,TMEM194A,0.019165987,<0.3
2450,HIST1H1B,HIST1H1B,0.01915094,<0.3
934,CCDC152,CCDC152,0.019071833,<0.3
3999,PLEKHA8,PLEKHA8,0.018986459,<0.3
5936,ZNF211,ZNF211,0.018929727,<0.3
5795,WWC2,WWC2,0.018818749,<0.3
4349,RGPD5,RGPD5,0.018510762,<0.3
1264,CLEC3B,CLEC3B,0.01843404,<0.3
3212,MKL1,MKL1,0.018405572,<0.3
3105,MASP1,MASP1,0.018232269,<0.3
5708,UTP6,UTP6,0.018067962,<0.3
5699,USP42,USP42,0.018056929,<0.3
3056,LY86,LY86,0.017958075,<0.3
2313,GPS1,GPS1,0.017942797,<0.3
1558,DISP2,DISP2,0.017937645,<0.3
378,ARV1,ARV1,0.017913546,<0.3
5353,TLL2,TLL2,0.017636271,<0.3
5308,TFAP2E,TFAP2E,0.017595684,<0.3
2864,LAGE3,LAGE3,0.01755645,<0.3
4312,RC3H2,RC3H2,0.017407031,<0.3
5988,ZNF397,ZNF397,0.017403806,<0.3
2619,INTS2,INTS2,0.017012375,<0.3
1613,DNTTIP1,DNTTIP1,0.017006624,<0.3
2196,GAR1,GAR1,0.016977478,<0.3
4693,SEMA7A,SEMA7A,0.016675443,<0.3
5817,YY1,YY1,0.016670141,<0.3
3520,NEK5,NEK5,0.016568277,<0.3
328,ARL4A,ARL4A,0.016465848,<0.3
4016,PNKD,PNKD,0.016197529,<0.3
233,AMOTL2,AMOTL2,0.015843848,<0.3
4609,SCAPER,SCAPER,0.015770402,<0.3
1915,EVPLL,EVPLL,0.015733609,<0.3
2364,GTF2H2C,GTF2H2C,0.015733028,<0.3
4690,SEMA4G,SEMA4G,0.015599574,<0.3
4376,RIC8B,RIC8B,0.015399361,<0.3
6094,ZNF714,ZNF714,0.015394304,<0.3
2630,IRF7,IRF7,0.015315831,<0.3
1667,EAF2,EAF2,0.015291635,<0.3
1893,ESRRB,ESRRB,0.015192785,<0.3
1341,COPS6,COPS6,0.014988539,<0.3
4777,SHC2,SHC2,0.014887481,<0.3
2083,FER1L5,FER1L5,0.014818276,<0.3
876,CAMP,CAMP,0.014697038,<0.3
5509,TOX4,TOX4,0.014680808,<0.3
2068,FBXO21,FBXO21,0.014673279,<0.3
1372,CPNE9,CPNE9,0.014526932,<0.3
1344,COQ5,COQ5,0.01394903,<0.3
3924,PHACTR3,PHACTR3,0.013694139,<0.3
6104,ZNF77,ZNF77,0.013516258,<0.3
74,ACCS,ACCS,0.013378942,<0.3
3181,MGAT5B,MGAT5B,0.013267185,<0.3
2542,IER3IP1,IER3IP1,0.013104919,<0.3
1588,DNA2,DNA2,0.013101147,<0.3
1431,CTNNB1,CTNNB1,0.012742076,<0.3
4806,SIM1,SIM1,0.012693689,<0.3
5754,WDR52,WDR52,0.012271189,<0.3
430,ATP6V0D2,ATP6V0D2,0.012122412,<0.3
5832,ZC3H11A,ZC3H11A,0.012086097,<0.3
4682,SEL1L3,SEL1L3,0.011740014,<0.3
6102,ZNF76,ZNF76,0.01168799,<0.3
388,ATF1,ATF1,0.011338974,<0.3
4461,RPL10,RPL10,0.010793522,<0.3
2645,ITIH2,ITIH2,0.010786385,<0.3
5971,ZNF319,ZNF319,0.010134543,<0.3
4123,PROZ,PROZ,0.01008897,<0.3
930,CCDC148,CCDC148,0.009741652,<0.3
2732,KIAA0355,KIAA0355,0.009526759,<0.3
4547,RPUSD3,RPUSD3,0.009223602,<0.3
2468,HMGCR,HMGCR,0.009080966,<0.3
772,C2CD4B,C2CD4B,0.008899193,<0.3
2412,HAS1,HAS1,0.008872255,<0.3
3524,NFKBIL1,NFKBIL1,0.008680168,<0.3
5320,TGFBR1,TGFBR1,0.008668846,<0.3
5476,TNFRSF11B,TNFRSF11B,0.008643604,<0.3
687,BTF3L4,BTF3L4,0.008562789,<0.3
73,ACAP3,ACAP3,0.008465398,<0.3
2215,GEMIN4,GEMIN4,0.008440255,<0.3
5113,SREBF1,SREBF1,0.008357749,<0.3
3419,MYO3B,MYO3B,0.008024489,<0.3
887,CARNS1,CARNS1,0.00767011,<0.3
5506,TOX,TOX,0.007530698,<0.3
686,BTBD9,BTBD9,0.007255375,<0.3
3088,MAPK10,MAPK10,0.007233731,<0.3
2052,FAU,FAU,0.007049703,<0.3
2853,KPNA5,KPNA5,0.00692802,<0.3
4479,RPL26,RPL26,0.006853516,<0.3
175,AGGF1,AGGF1,0.00682825,<0.3
4529,RPS27,RPS27,0.006677551,<0.3
1305,CNTN4,CNTN4,0.006125774,<0.3
1046,CDKL3,CDKL3,0.006034893,<0.3
1213,CHTF8,CHTF8,0.005904583,<0.3
3781,PCDHAC2,PCDHAC2,0.005811557,<0.3
5576,TSNAX,TSNAX,0.005795395,<0.3
5272,TEKT2,TEKT2,0.005753365,<0.3
157,ADNP2,ADNP2,0.005727013,<0.3
1479,DAD1,DAD1,0.005632022,<0.3
2532,ICK,ICK,0.005489138,<0.3
6091,ZNF708,ZNF708,0.004784311,<0.3
211,ALMS1,ALMS1,0.004739439,<0.3
4347,RGPD3,RGPD3,0.004639208,<0.3
283,AP4B1,AP4B1,0.004353724,<0.3
1099,CFHR3,CFHR3,0.004123378,<0.3
4128,PRPF40A,PRPF40A,0.00411845,<0.3
5478,TNKS2,TNKS2,0.004095135,<0.3
5704,UTP14C,UTP14C,0.004028693,<0.3
5484,TNRC6A,TNRC6A,0.003993403,<0.3
4398,RMND5B,RMND5B,0.003924428,<0.3
3165,MERTK,MERTK,0.003772681,<0.3
5022,SNRNP35,SNRNP35,0.003736716,<0.3
4816,SKI,SKI,0.00369273,<0.3
2775,KIF6,KIF6,0.003616129,<0.3
766,C20orf96,C20orf96,0.003614836,<0.3
2268,GNG10,GNG10,0.003570554,<0.3
6061,ZNF594,ZNF594,0.003465017,<0.3
3103,MARVELD3,MARVELD3,0.003361769,<0.3
1641,DUSP11,DUSP11,0.003096852,<0.3
5585,TTBK1,TTBK1,0.002936416,<0.3
5046,SOX18,SOX18,0.002900058,<0.3
3506,NDUFS7,NDUFS7,0.002799208,<0.3
3968,PIP5K1B,PIP5K1B,0.002707452,<0.3
1608,DNAJC6,DNAJC6,0.002674491,<0.3
4070,PPIC,PPIC,0.002446647,<0.3
3556,NOL12,NOL12,0.00218036,<0.3
5922,ZNF117,ZNF117,0.002092911,<0.3
5340,TIAM1,TIAM1,0.002007263,<0.3
4496,RPL38,RPL38,0.001959031,<0.3
3501,NDUFS2,NDUFS2,0.001926954,<0.3
4060,POU2F2,POU2F2,0.001611212,<0.3
5603,TTLL4,TTLL4,0.001512665,<0.3
4756,SGK1,SGK1,0.001491213,<0.3
1876,ESCO2,ESCO2,0.00147883,<0.3
4667,SDF2,SDF2,0.001307539,<0.3
3479,NDUFA3,NDUFA3,0.001204694,<0.3
4280,RASSF6,RASSF6,0.00111855,<0.3
4367,RIBC1,RIBC1,0.000946823,<0.3
3708,P2RX7,P2RX7,0.000515224,<0.3
3989,PLB1,PLB1,0.000118329,<0.3
28,ABCC10,ABCC10,2.84E-05,<0.3
3671,OBFC1,OBFC1,-4.66E-06,<0.3
867,CACNB4,CACNB4,-9.72E-05,<0.3
6112,ZNF804A,ZNF804A,-0.000238552,<0.3
1259,CLCN4,CLCN4,-0.000411408,<0.3
230,AMMECR1L,AMMECR1L,-0.000446769,<0.3
663,BRCA2,BRCA2,-0.000763924,<0.3
4244,RAD51C,RAD51C,-0.000904794,<0.3
5157,ST20,ST20,-0.00101381,<0.3
2540,IDH3G,IDH3G,-0.001052003,<0.3
2109,FMO1,FMO1,-0.001060581,<0.3
1252,CKAP2,CKAP2,-0.001132821,<0.3
5837,ZC3H13,ZC3H13,-0.001166466,<0.3
1463,CWC25,CWC25,-0.001286235,<0.3
4661,SCNN1A,SCNN1A,-0.001328368,<0.3
704,C10orf137,C10orf137,-0.001652633,<0.3
2283,GPN2,GPN2,-0.001815447,<0.3
4084,PPP4C,PPP4C,-0.002046249,<0.3
1503,DCUN1D2,DCUN1D2,-0.002176033,<0.3
1945,F10,F10,-0.002246451,<0.3
1549,DHFRL1,DHFRL1,-0.002358569,<0.3
3813,PCDHGA6,PCDHGA6,-0.002409344,<0.3
4045,POLR3H,POLR3H,-0.002772156,<0.3
1673,EBF4,EBF4,-0.002897235,<0.3
4976,SLITRK2,SLITRK2,-0.002932741,<0.3
4602,SCAF1,SCAF1,-0.003008655,<0.3
5959,ZNF287,ZNF287,-0.003051452,<0.3
1506,DDA1,DDA1,-0.003322944,<0.3
5999,ZNF43,ZNF43,-0.003805921,<0.3
731,C16orf87,C16orf87,-0.003843431,<0.3
792,C4orf29,C4orf29,-0.003853795,<0.3
4548,RPUSD4,RPUSD4,-0.003917003,<0.3
1529,DDX3X,DDX3X,-0.003976988,<0.3
5538,TRIM37,TRIM37,-0.004145723,<0.3
1017,CD8B,CD8B,-0.004347932,<0.3
3955,PIH1D1,PIH1D1,-0.004369074,<0.3
4216,RAB15,RAB15,-0.004446108,<0.3
3822,PCDHGC4,PCDHGC4,-0.004610969,<0.3
4533,RPS29,RPS29,-0.004621899,<0.3
5005,SNAPC1,SNAPC1,-0.004669574,<0.3
3780,PCDHA11,PCDHA11,-0.004892583,<0.3
5981,ZNF33B,ZNF33B,-0.004987749,<0.3
1293,CMYA5,CMYA5,-0.005366146,<0.3
2989,LRGUK,LRGUK,-0.005391981,<0.3
2742,KIAA1328,KIAA1328,-0.005547081,<0.3
3821,PCDHGC3,PCDHGC3,-0.006072788,<0.3
4396,RLIM,RLIM,-0.006114224,<0.3
2825,KLF13,KLF13,-0.006213022,<0.3
3562,NOP10,NOP10,-0.006265575,<0.3
1260,CLCN5,CLCN5,-0.00673233,<0.3
2520,HSPA6,HSPA6,-0.006819986,<0.3
1466,CXorf23,CXorf23,-0.007377326,<0.3
5689,USHBP1,USHBP1,-0.007951408,<0.3
1714,EIF1B,EIF1B,-0.007982617,<0.3
5583,TSSK3,TSSK3,-0.007994388,<0.3
5811,YLPM1,YLPM1,-0.008012127,<0.3
3046,LSM3,LSM3,-0.008067894,<0.3
2670,JPH1,JPH1,-0.008354829,<0.3
6031,ZNF528,ZNF528,-0.00844189,<0.3
5534,TRIM11,TRIM11,-0.008921738,<0.3
798,C5orf54,C5orf54,-0.008982493,<0.3
3403,MYLK2,MYLK2,-0.009015423,<0.3
2501,HS3ST3A1,HS3ST3A1,-0.009152407,<0.3
1414,CSNK1A1L,CSNK1A1L,-0.009254467,<0.3
3580,NR6A1,NR6A1,-0.009322732,<0.3
4820,SLC10A5,SLC10A5,-0.009730035,<0.3
2997,LRP5,LRP5,-0.009805828,<0.3
2614,INO80E,INO80E,-0.009947886,<0.3
5023,SNRNP48,SNRNP48,-0.010206407,<0.3
755,C1orf228,C1orf228,-0.010236919,<0.3
2220,GFAP,GFAP,-0.010253458,<0.3
5410,TMEM35,TMEM35,-0.010582598,<0.3
1594,DNAH17,DNAH17,-0.010648976,<0.3
1624,DPM3,DPM3,-0.01079002,<0.3
5573,TSHR,TSHR,-0.01125174,<0.3
4686,SEMA3A,SEMA3A,-0.011505314,<0.3
3301,MRPS14,MRPS14,-0.01158894,<0.3
4173,PSTK,PSTK,-0.011638246,<0.3
5610,TUBA3E,TUBA3E,-0.012412317,<0.3
2675,JPH3,JPH3,-0.012454866,<0.3
2600,ILDR1,ILDR1,-0.012609515,<0.3
2463,HIVEP2,HIVEP2,-0.012678821,<0.3
432,ATP6V1D,ATP6V1D,-0.012707732,<0.3
186,AK7,AK7,-0.013315689,<0.3
375,ARSH,ARSH,-0.013726211,<0.3
5086,SPIN4,SPIN4,-0.013750121,<0.3
4428,RNF5,RNF5,-0.013773714,<0.3
3237,MMGT1,MMGT1,-0.01406443,<0.3
3807,PCDHGA10,PCDHGA10,-0.014194487,<0.3
5619,TUBGCP5,TUBGCP5,-0.014254501,<0.3
2703,KCNJ13,KCNJ13,-0.014430744,<0.3
3817,PCDHGB3,PCDHGB3,-0.014450518,<0.3
3146,MED21,MED21,-0.014837785,<0.3
6028,ZNF512B,ZNF512B,-0.015032067,<0.3
2339,GRIK3,GRIK3,-0.015241462,<0.3
4259,RADIL,RADIL,-0.015320739,<0.3
214,ALPK1,ALPK1,-0.015595189,<0.3
3440,NAA20,NAA20,-0.015769191,<0.3
3366,MTUS2,MTUS2,-0.015989691,<0.3
1546,DGKD,DGKD,-0.016149511,<0.3
3405,MYLK4,MYLK4,-0.016165567,<0.3
1296,CNIH4,CNIH4,-0.016187652,<0.3
3028,LRRC49,LRRC49,-0.016307215,<0.3
3573,NPTN,NPTN,-0.016332083,<0.3
2214,GDF10,GDF10,-0.016835062,<0.3
4174,PTAR1,PTAR1,-0.016844766,<0.3
2267,GNB2L1,GNB2L1,-0.017044754,<0.3
4342,RFX7,RFX7,-0.017205911,<0.3
3827,PCK1,PCK1,-0.017276119,<0.3
1988,FAM46B,FAM46B,-0.017410249,<0.3
4936,SLC2A14,SLC2A14,-0.017495989,<0.3
3422,MYOCD,MYOCD,-0.017547919,<0.3
2771,KIF3C,KIF3C,-0.017944018,<0.3
5526,TRAPPC1,TRAPPC1,-0.017958157,<0.3
1591,DNAH11,DNAH11,-0.018158549,<0.3
427,ATP5SL,ATP5SL,-0.018365247,<0.3
3509,NDUFV2,NDUFV2,-0.018445322,<0.3
494,BATF3,BATF3,-0.018541398,<0.3
4517,RPS15,RPS15,-0.018688326,<0.3
5762,WDR72,WDR72,-0.018733513,<0.3
6087,ZNF692,ZNF692,-0.018874706,<0.3
1376,CPT1B,CPT1B,-0.019298455,<0.3
5940,ZNF224,ZNF224,-0.019440408,<0.3
4587,SAMD11,SAMD11,-0.019565828,<0.3
4276,RASGRF2,RASGRF2,-0.019579693,<0.3
1638,DUOX1,DUOX1,-0.019618752,<0.3
5804,YIF1A,YIF1A,-0.019921284,<0.3
204,ALDOB,ALDOB,-0.020361094,<0.3
2154,FRMD4B,FRMD4B,-0.020516198,<0.3
5518,TPRKB,TPRKB,-0.020546742,<0.3
5094,SPOCD1,SPOCD1,-0.020828501,<0.3
1091,CEP70,CEP70,-0.02084176,<0.3
1903,ETV3,ETV3,-0.020870666,<0.3
3582,NRG1,NRG1,-0.020988148,<0.3
2432,HEATR4,HEATR4,-0.021143417,<0.3
3392,MYEOV2,MYEOV2,-0.021180353,<0.3
5306,TET3,TET3,-0.021236946,<0.3
424,ATP5J2,ATP5J2,-0.021356812,<0.3
4699,SEPP1,SEPP1,-0.021423487,<0.3
1992,FAM63B,FAM63B,-0.021443652,<0.3
35,ABCG2,ABCG2,-0.021583147,<0.3
1223,CIITA,CIITA,-0.022545671,<0.3
5586,TTC12,TTC12,-0.022895737,<0.3
263,ANKS1B,ANKS1B,-0.022940109,<0.3
5814,YPEL5,YPEL5,-0.023212341,<0.3
4077,PPP2R2B,PPP2R2B,-0.023279122,<0.3
4825,SLC12A5,SLC12A5,-0.023700542,<0.3
2843,KLHL15,KLHL15,-0.023770715,<0.3
892,CASS4,CASS4,-0.023805002,<0.3
2911,LIN52,LIN52,-0.024003751,<0.3
5980,ZNF33A,ZNF33A,-0.024031858,<0.3
2294,GPR124,GPR124,-0.024147398,<0.3
5059,SPAG17,SPAG17,-0.024216902,<0.3
3107,MAST1,MAST1,-0.024250471,<0.3
2513,HS6ST3,HS6ST3,-0.024330599,<0.3
2046,FASTK,FASTK,-0.0243491,<0.3
2710,KCTD13,KCTD13,-0.024489306,<0.3
3811,PCDHGA4,PCDHGA4,-0.024535463,<0.3
5462,TMEM86A,TMEM86A,-0.024651083,<0.3
1050,CDKN2AIPNL,CDKN2AIPNL,-0.024733844,<0.3
1334,COMMD5,COMMD5,-0.024784053,<0.3
1336,COMMD7,COMMD7,-0.02528025,<0.3
4391,RINT1,RINT1,-0.025489426,<0.3
3546,NKAPL,NKAPL,-0.025511916,<0.3
5709,UXT,UXT,-0.025535703,<0.3
2072,FBXO45,FBXO45,-0.02559919,<0.3
2457,HIST1H2BN,HIST1H2BN,-0.025948629,<0.3
970,CCDC78,CCDC78,-0.02617217,<0.3
2288,GPR113,GPR113,-0.026405844,<0.3
5800,XYLT1,XYLT1,-0.026538363,<0.3
3184,MIB1,MIB1,-0.026573199,<0.3
5260,TCP11L2,TCP11L2,-0.026662861,<0.3
5223,TAF11,TAF11,-0.026677363,<0.3
3975,PKDREJ,PKDREJ,-0.027114646,<0.3
4217,RAB33A,RAB33A,-0.027212448,<0.3
5718,VKORC1,VKORC1,-0.027314773,<0.3
4829,SLC20A1,SLC20A1,-0.027409383,<0.3
5201,SUMO4,SUMO4,-0.027459883,<0.3
3106,MASP2,MASP2,-0.027486424,<0.3
2005,FAM8A1,FAM8A1,-0.027510757,<0.3
1419,CSNK2B,CSNK2B,-0.027803511,<0.3
5990,ZNF398,ZNF398,-0.027976867,<0.3
2898,LETMD1,LETMD1,-0.027999108,<0.3
1668,EBF1,EBF1,-0.028018718,<0.3
4317,RCOR2,RCOR2,-0.028194474,<0.3
1215,CIAO1,CIAO1,-0.028300586,<0.3
2062,FBXL19,FBXL19,-0.028354439,<0.3
4485,RPL3,RPL3,-0.028488135,<0.3
1600,DNAH8,DNAH8,-0.028606024,<0.3
5997,ZNF417,ZNF417,-0.028641477,<0.3
4004,PLEKHM1,PLEKHM1,-0.028652173,<0.3
380,ASB7,ASB7,-0.02881899,<0.3
6119,ZNF880,ZNF880,-0.029071035,<0.3
2608,ING5,ING5,-0.029217538,<0.3
5919,ZMYM5,ZMYM5,-0.029241944,<0.3
5601,TTF1,TTF1,-0.02947961,<0.3
5941,ZNF225,ZNF225,-0.02950126,<0.3
6006,ZNF445,ZNF445,-0.029770485,<0.3
3167,METRN,METRN,-0.029811117,<0.3
1481,DALRD3,DALRD3,-0.03007123,<0.3
5674,UQCR10,UQCR10,-0.030465341,<0.3
5970,ZNF304,ZNF304,-0.030488824,<0.3
5171,STK36,STK36,-0.03049151,<0.3
4378,RIMBP2,RIMBP2,-0.030528996,<0.3
105,ADAMTS18,ADAMTS18,-0.030671148,<0.3
1795,EPHA4,EPHA4,-0.030752394,<0.3
4953,SLC39A10,SLC39A10,-0.030925618,<0.3
5477,TNIP3,TNIP3,-0.030926972,<0.3
330,ARL4D,ARL4D,-0.031744272,<0.3
1369,CPNE5,CPNE5,-0.031833215,<0.3
2877,LATS1,LATS1,-0.032000094,<0.3
5734,VTN,VTN,-0.032274379,<0.3
3840,PDE4C,PDE4C,-0.03231608,<0.3
1615,DOPEY1,DOPEY1,-0.03235772,<0.3
4750,SFI1,SFI1,-0.032836777,<0.3
5932,ZNF195,ZNF195,-0.032900063,<0.3
5948,ZNF256,ZNF256,-0.032925063,<0.3
1542,DFNB31,DFNB31,-0.033002157,<0.3
5725,VPS29,VPS29,-0.033173102,<0.3
895,CATSPER2,CATSPER2,-0.033698017,<0.3
817,C8G,C8G,-0.033710023,<0.3
5923,ZNF12,ZNF12,-0.033866722,<0.3
3469,NCOA6,NCOA6,-0.034376246,<0.3
753,C1orf131,C1orf131,-0.034416793,<0.3
213,ALOXE3,ALOXE3,-0.034416976,<0.3
3292,MRPL51,MRPL51,-0.034470904,<0.3
1478,DAAM2,DAAM2,-0.034471362,<0.3
677,BRWD1,BRWD1,-0.034515086,<0.3
5737,VWDE,VWDE,-0.0345414,<0.3
2902,LGR6,LGR6,-0.034677964,<0.3
3329,MT1A,MT1A,-0.034769884,<0.3
387,ATAD5,ATAD5,-0.034894913,<0.3
2497,HPX,HPX,-0.034958611,<0.3
390,ATF7,ATF7,-0.035239381,<0.3
5162,STAB2,STAB2,-0.035283079,<0.3
2770,KIF27,KIF27,-0.035771178,<0.3
3952,PIGV,PIGV,-0.035795179,<0.3
3815,PCDHGA9,PCDHGA9,-0.036230828,<0.3
2904,LIFR,LIFR,-0.036338356,<0.3
5088,SPIRE2,SPIRE2,-0.036749751,<0.3
4162,PSMB4,PSMB4,-0.036814024,<0.3
4830,SLC22A23,SLC22A23,-0.036959036,<0.3
5812,YME1L1,YME1L1,-0.037096364,<0.3
3092,MAPK4,MAPK4,-0.037264051,<0.3
739,C18orf21,C18orf21,-0.037372741,<0.3
2452,HIST1H1D,HIST1H1D,-0.037619318,<0.3
5407,TMEM30A,TMEM30A,-0.037712882,<0.3
2009,FAM92A1,FAM92A1,-0.037833034,<0.3
979,CCHCR1,CCHCR1,-0.037988298,<0.3
2556,IGFALS,IGFALS,-0.037993164,<0.3
1294,CNDP1,CNDP1,-0.038030962,<0.3
4354,RGS9,RGS9,-0.038420209,<0.3
410,ATP1A4,ATP1A4,-0.038586755,<0.3
2776,KIF7,KIF7,-0.038827347,<0.3
5675,UQCR11,UQCR11,-0.039155003,<0.3
5998,ZNF418,ZNF418,-0.039179667,<0.3
1328,COL4A5,COL4A5,-0.039363309,<0.3
1700,EFR3A,EFR3A,-0.039922646,<0.3
5401,TMEM201,TMEM201,-0.040196728,<0.3
3655,NUP188,NUP188,-0.040262232,<0.3
5996,ZNF415,ZNF415,-0.040313571,<0.3
1287,CLTCL1,CLTCL1,-0.040411529,<0.3
5469,TMPRSS13,TMPRSS13,-0.040729314,<0.3
4678,SEC61G,SEC61G,-0.041621612,<0.3
4675,SEC31B,SEC31B,-0.041714239,<0.3
1329,COL4A6,COL4A6,-0.041838059,<0.3
1880,ESPL1,ESPL1,-0.042534803,<0.3
215,ALPK2,ALPK2,-0.042929337,<0.3
3721,PAPD7,PAPD7,-0.04324631,<0.3
4991,SMC1B,SMC1B,-0.043443906,<0.3
2892,LEKR1,LEKR1,-0.043790992,<0.3
6036,ZNF569,ZNF569,-0.043867873,<0.3
3964,PIK3R3,PIK3R3,-0.044034944,<0.3
1265,CLEC4F,CLEC4F,-0.044376009,<0.3
198,AKR1E2,AKR1E2,-0.044574573,<0.3
4429,RNF7,RNF7,-0.044599362,<0.3
162,AFF1,AFF1,-0.044642519,<0.3
5931,ZNF184,ZNF184,-0.044880264,<0.3
848,CABP7,CABP7,-0.044886503,<0.3
4027,POLK,POLK,-0.045176344,<0.3
1589,DNAH1,DNAH1,-0.045185349,<0.3
2370,GTF2IRD2B,GTF2IRD2B,-0.045656671,<0.3
4751,SFMBT1,SFMBT1,-0.046266514,<0.3
5388,TMEM131,TMEM131,-0.046418142,<0.3
5123,SRP9,SRP9,-0.046637295,<0.3
295,APOC1,APOC1,-0.04665638,<0.3
3491,NDUFB3,NDUFB3,-0.046980944,<0.3
1794,EPHA3,EPHA3,-0.04709979,<0.3
102,ADAM17,ADAM17,-0.047244105,<0.3
5705,UTP15,UTP15,-0.047424715,<0.3
256,ANKRD26,ANKRD26,-0.04768453,<0.3
120,ADCY4,ADCY4,-0.047789981,<0.3
2758,KIF17,KIF17,-0.04790809,<0.3
5258,TCHP,TCHP,-0.04799647,<0.3
2500,HS3ST1,HS3ST1,-0.048177038,<0.3
4205,PXDNL,PXDNL,-0.048640615,<0.3
1819,ERCC8,ERCC8,-0.048761629,<0.3
5892,ZFP112,ZFP112,-0.048860626,<0.3
5264,TDRD5,TDRD5,-0.049232273,<0.3
4534,RPS3,RPS3,-0.049466564,<0.3
4786,SIDT2,SIDT2,-0.049598975,<0.3
3120,MBNL3,MBNL3,-0.049635963,<0.3
3371,MXI1,MXI1,-0.04966966,<0.3
3891,PFDN5,PFDN5,-0.049817271,<0.3
2349,GRIN2A,GRIN2A,-0.050054259,<0.3
5322,TGIF2,TGIF2,-0.050081723,<0.3
5115,SRFBP1,SRFBP1,-0.050204799,<0.3
396,ATP10A,ATP10A,-0.050381061,<0.3
2988,LRG1,LRG1,-0.050609122,<0.3
5507,TOX2,TOX2,-0.050610244,<0.3
4506,RPLP1,RPLP1,-0.050699291,<0.3
4460,RPGRIP1L,RPGRIP1L,-0.050946315,<0.3
1045,CDKL2,CDKL2,-0.050973898,<0.3
3976,PKHD1,PKHD1,-0.051012695,<0.3
5307,TEX11,TEX11,-0.051090089,<0.3
4056,POTEE,POTEE,-0.051312864,<0.3
2110,FMO2,FMO2,-0.051342127,<0.3
4265,RANBP17,RANBP17,-0.051449994,<0.3
3112,MATN1,MATN1,-0.051841226,<0.3
2351,GRK4,GRK4,-0.051848455,<0.3
4723,SERPINA9,SERPINA9,-0.05192811,<0.3
2143,FOXO4,FOXO4,-0.051993314,<0.3
2459,HIST2H2BF,HIST2H2BF,-0.052357016,<0.3
2106,FLT3,FLT3,-0.052503636,<0.3
4599,SATB1,SATB1,-0.052507208,<0.3
5613,TUBAL3,TUBAL3,-0.052629422,<0.3
3068,MAEA,MAEA,-0.052819469,<0.3
2050,FAT2,FAT2,-0.052832219,<0.3
2725,KDR,KDR,-0.052884394,<0.3
2170,FUT10,FUT10,-0.053212955,<0.3
2978,LOC81691,LOC81691,-0.053284129,<0.3
5833,ZC3H12A,ZC3H12A,-0.053542227,<0.3
5763,WDR77,WDR77,-0.053596917,<0.3
2403,H2AFZ,H2AFZ,-0.053705608,<0.3
1067,CDR1,CDR1,-0.053765754,<0.3
1727,EIF4B,EIF4B,-0.053866437,<0.3
4408,RNF157,RNF157,-0.053940329,<0.3
5351,TLE4,TLE4,-0.053981487,<0.3
953,CCDC53,CCDC53,-0.054006591,<0.3
3603,NSA2,NSA2,-0.054109849,<0.3
3265,MRPL16,MRPL16,-0.054981849,<0.3
4094,PRDM2,PRDM2,-0.055074881,<0.3
3842,PDE6A,PDE6A,-0.0556114,<0.3
4293,RBL1,RBL1,-0.055868578,<0.3
4353,RGS22,RGS22,-0.056126481,<0.3
