"","rn","ERBB2_cor3"
"1","GBP2",-0.32261670260114
"2","GBP4",-0.32261670260114
"3","GBP5",-0.32261670260114
"4","GBP7",-0.32261670260114
"5","CCBL2",-0.317015061949243
"6","GBP1",-0.317015061949243
"7","GBP3",-0.317015061949243
"8","GTF2B",-0.317015061949243
"9","PKN2",-0.317015061949243
"10","RBMXL1",-0.317015061949243
