"","rn","ERBB2_cor3"
"1","GRB7",0.982530666277284
"2","IKZF3",0.982530666277284
"3","MIEN1",0.982530666277284
"4","MIR4728",0.982530666277284
"5","PGAP3",0.99696900384434
"6","PNMT",0.99696900384434
"7","TCAP",0.99696900384434
"8","PPP1R1B",0.999704609502087
"9","STARD3",0.999704609502087
"10","ERBB2",1
