"","rn","ERBB2_cor2"
"1","FBXL20",0.743296866118667
"2","MED1",0.775046788760472
"3","PSMD3",0.778485684982132
"4","C17orf37",0.804350707794615
"5","CDK12",0.809587536821857
"6","ORMDL3",0.812655888632665
"7","STARD3",0.875063236343256
"8","PGAP3",0.896004049304593
"9","GRB7",0.927819036937812
"10","ERBB2",1
