"","rn","CCNB1_cor5"
"1","KIF18A",0.789533644181207
"2","AURKA",0.791618370350754
"3","CDKN3",0.792822865464893
"4","CCNB2",0.796158841687613
"5","LMNB1",0.815689076080457
"6","CDC25C",0.832408509764754
"7","DEPDC1B",0.84063500987992
"8","PTTG1",0.843974800800592
"9","KIF20A",0.866321397983641
"10","CCNB1",1
