"","rn","CCNB1_cor6"
"1","KIF11",0.71075007446349
"2","NCAPG",0.71326115874664
"3","CENPF",0.71839180288557
"4","KIF2C",0.720643055836999
"5","SMC2",0.722973756177881
"6","RACGAP1",0.727869945888871
"7","NCAPD2",0.732592827403911
"8","KIF22",0.734111335398012
"9","NCAPH",0.766295330713546
"10","CCNB1",1
