"","rn","CENPF_cor9"
"1","TPX2",0.721547368502549
"2","ECT2",0.726892138459315
"3","SMC2",0.727544641465287
"4","KIF2C",0.742839775461454
"5","KIF22",0.749850193317814
"6","SMC4",0.750734737405554
"7","ANLN",0.756340457783293
"8","KIF11",0.772254620224038
"9","KIFC1",0.8101837039877
"10","CENPF",1
