"","rn","CENPF_cor7"
"1","CEP55",0.806088390127192
"2","BUB1",0.814609977468348
"3","FAM72A",0.81742001112261
"4","CKAP2L",0.82122135395345
"5","KIF15",0.82561156120945
"6","IQGAP3",0.838537142761595
"7","NEK2",0.861356403433753
"8","KIF14",0.886327760153463
"9","ASPM",0.913194741145072
"10","CENPF",1
