"","rn","CENPF_cor8"
"1","RD3",0.99822212377367
"2","SLC30A1",0.99822212377367
"3","DTL",0.998266942266201
"4","INTS7",0.998266942266201
"5","LPGAT1",0.998266942266201
"6","MIR3122",0.998266942266201
"7","hsa.mir.3122",0.998266942266201
"8","KCNK2",0.999845023192952
"9","CENPF",1
"10","PTPN14",1
